基金代码,基金名称,截止日期,单位净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,起购金额,原手续费,现手续费,成立日期,基金经理,类型,管理人,资产规模
d001932,国寿安保灵活优选混合,2021-11-24,1.2944,0.02,0.43,1.99,1.53,2.23,7.27,29.54,35.01,4.17,42.03,10元,0.80%,0.08%,--,--,--,--,--
d010170,中银证券鑫瑞6个月持有A,2021-11-24,1.0721,-0.07,0.99,0.73,2.76,4.55,7.27,,,5.46,7.21,1,0.10,0,--,--,--,--,--
d000414,嘉实绝对收益策略定期混合,2021-11-24,1.4340,-0.07,0.07,0.14,-0.83,1.06,7.26,17.44,22.98,6.54,43.40,1,0.15,0,--,--,--,--,--
d005397,南方安养混合,2021-11-24,1.0935,-0.05,0.27,0.90,1.17,2.28,7.26,20.01,32.25,4.35,31.87,10元,1.20%,0.12%,--,--,--,--,--
d420009,天弘安康颐养混合A,2021-11-24,2.0602,0.13,0.70,1.64,1.35,4.16,7.25,23.81,35.10,7.47,106.02,10元,1.00%,0.10%,--,--,--,--,--
d000508,泰达宏利宏达混合B,2021-11-24,1.4640,0.00,0.55,-0.07,-0.34,1.31,7.25,19.71,27.42,4.13,73.43,10元,0.00%,0.00%,--,--,--,--,--
d002624,广发优企精选混合A,2021-11-24,2.6533,-0.09,-0.95,3.32,3.65,0.74,7.25,69.43,133.15,4.56,177.14,10元,1.50%,0.15%,--,--,--,--,--
d001430,中邮乐享收益灵活配置混合,2021-11-24,1.4810,0.00,0.82,-0.07,-1.66,3.49,7.24,9.38,30.03,3.71,56.19,10元,1.50%,0.15%,--,--,--,--,--
d003379,信诚至选混合A,2021-11-24,1.3042,0.12,0.25,0.33,1.60,2.76,7.24,24.89,37.27,5.30,48.93,10元,0.80%,0.08%,--,--,--,--,--
d001651,工银新蓝筹股票A,2021-11-24,2.7100,-0.44,0.30,1.65,1.99,3.44,7.24,79.83,134.02,5.16,171.00,10元,1.50%,0.15%,--,--,--,--,--
d001210,天弘互联网混合,2021-11-24,1.2241,-2.18,-1.08,3.72,-4.58,15.60,7.24,54.03,143.12,5.06,22.41,10元,1.50%,0.15%,--,--,--,--,--
d005653,国富天颐混合C,2021-11-24,1.0737,0.14,0.50,0.36,0.96,3.39,7.24,27.42,32.27,6.42,35.62,10元,,0.00%,--,--,--,--,--
d519949,长信利信混合A,2021-11-24,1.4240,0.00,1.21,2.37,2.59,2.37,7.23,30.16,40.02,3.56,50.92,10元,1.50%,0.15%,--,--,--,--,--
d002027,中加心享混合A,2021-11-24,1.2339,0.04,0.46,0.57,-0.45,3.19,7.23,16.83,26.86,5.59,38.25,100元,0.80%,0.08%,--,--,--,--,--
d004735,中欧瑾灵灵活配置混合C,2021-11-24,1.3836,-0.08,0.57,0.82,-1.31,0.98,7.23,28.83,66.30,4.30,38.35,10元,,0.00%,--,--,--,--,--
d007294,长信利信混合E,2021-11-24,1.4100,0.00,1.22,2.40,2.62,2.32,7.22,30.07,,3.60,36.63,10元,1.50%,0.15%,--,--,--,--,--
d001580,南方利安C,2021-11-24,1.4130,0.07,0.21,0.21,1.44,2.91,7.21,23.19,34.44,5.61,41.30,10元,,0.00%,--,--,--,--,--
d002010,中欧瑾通灵活配置混合C,2021-11-24,1.3601,0.01,0.28,0.86,0.52,2.53,7.21,19.49,30.12,4.95,45.12,10元,,0.00%,--,--,--,--,--
d002714,鹏华金城混合,2021-11-24,1.3090,-0.23,0.31,1.86,2.39,5.14,7.20,21.36,32.39,5.14,36.90,10元,1.50%,0.15%,--,--,--,--,--
d003862,招商兴福混合C,2021-11-24,1.3780,-0.07,0.53,0.70,0.58,2.83,7.20,30.15,44.34,5.02,37.80,10元,,0.00%,--,--,--,--,--
d010047,博时金福安一年持有混合(FOF)C,2021-11-22,1.0987,0.12,0.37,1.24,1.62,4.14,7.20,,,3.69,9.87,1,0.00,0,--,--,--,--,--
d001165,中欧琪和灵活配置混合C,2021-11-24,1.2272,0.07,0.20,0.63,0.69,2.49,7.19,15.79,21.27,5.04,38.48,10元,,0.00%,--,--,--,--,--
d003027,安信新价值混合C,2021-11-24,1.5444,-0.21,1.39,2.71,3.40,4.66,7.19,16.63,34.65,5.75,61.22,10元,,0.00%,--,--,--,--,--
d009901,易方达磐固六个月持有期混合C,2021-11-24,1.0532,0.04,0.29,0.68,0.84,2.11,7.19,,,5.04,7.38,1,0.00,0,--,--,--,--,--
d002662,前海开源沪港深大消费混合A,2021-11-24,1.8210,-0.44,-3.34,-3.60,3.94,-14.06,7.18,56.85,84.13,-5.21,82.10,1,0.15,0,--,--,--,--,--
d002602,易方达丰惠混合,2021-11-24,1.1670,0.09,0.34,0.69,1.11,3.79,7.18,12.55,32.60,6.15,21.33,10元,1.00%,0.10%,--,--,--,--,--
d006457,平安估值优势混合A,2021-11-24,1.7967,-0.01,0.45,0.18,1.81,2.95,7.18,37.55,,4.98,79.67,1,0.15,0,--,--,--,--,--
d007895,嘉实价值成长混合,2021-11-24,1.6723,-0.57,0.31,-0.67,-1.38,-7.80,7.18,67.13,,-2.20,67.23,1,0.15,0,--,--,--,--,--
d007694,泰达养老2040三年持有混合(FOF)C,2021-11-22,1.2159,0.91,1.59,2.35,2.76,2.33,7.18,,,2.94,21.59,1,0.00,0,--,--,--,--,--
d502013,长盛中证申万一带一路指数(LOF),2021-11-24,1.4708,-0.14,0.07,-0.05,0.41,-0.74,7.16,40.91,51.49,3.50,-35.66,1,0.12,0,--,--,--,--,--
d004129,国联安鑫汇混合A,2021-11-24,1.4380,0.03,0.55,0.64,1.63,1.28,7.16,28.20,47.99,3.67,47.50,10元,0.40%,0.04%,--,--,--,--,--
d180001,银华优势企业混合,2021-11-24,1.7857,-0.16,-0.26,2.46,1.97,-1.49,7.15,56.47,119.59,0.65,761.85,10元,1.50%,0.15%,--,--,--,--,--
d001412,德邦鑫星价值灵活配置混合A,2021-11-24,1.3733,-0.28,0.13,2.36,-1.17,2.46,7.15,27.75,39.78,5.04,56.17,100元,1.50%,0.15%,--,--,--,--,--
d009170,湘财长兴灵活配置混合C,2021-11-24,1.2316,0.70,0.24,2.96,0.77,9.18,7.15,,,5.34,23.16,100元,,0.00%,--,--,--,--,--
d003939,南方荣尊混合C,2021-11-24,1.2558,0.27,0.74,1.13,2.97,2.26,7.14,17.38,24.89,4.55,28.66,10元,,0.00%,--,--,--,--,--
d501041,汇添富弘安(LOF)A,2021-11-24,1.2678,-0.06,0.28,0.84,1.27,1.18,7.14,15.71,19.73,2.92,26.78,1,0.12,0,--,--,--,--,--
d006581,建信优享稳健养老(FOF),2021-11-22,1.1504,0.33,0.64,1.21,1.51,3.66,7.14,20.69,,4.87,25.28,1,0.08,0,--,--,--,--,--
d008184,新华沪深300指数增强C,2021-11-24,1.4383,0.10,0.36,-1.72,-2.10,1.08,7.14,,,3.24,43.83,1,0.00,0,--,--,--,--,--
d202005,南方成份精选混合A,2021-11-24,1.0378,-0.62,-0.59,-0.46,-1.34,2.71,7.13,57.84,104.43,0.59,233.75,10元,1.50%,0.15%,--,--,--,--,--
d184801,鹏华前海万科REITS,2021-11-24,107.4620,0.06,0.27,0.46,0.46,2.99,7.13,13.90,21.62,6.18,46.81,1,0.80,0,--,--,--,--,--
d009154,海富通富盈混合A,2021-11-24,1.1095,0.07,0.39,0.76,1.50,3.13,7.13,,,5.14,10.95,1,0.12,0,--,--,--,--,--
d003432,信诚至瑞灵活配置A,2021-11-24,1.4454,0.12,0.28,0.44,1.56,2.76,7.12,26.57,44.96,5.21,51.66,10元,0.80%,0.08%,--,--,--,--,--
d003380,信诚至选混合C,2021-11-24,1.3023,0.12,0.24,0.32,1.57,2.70,7.12,24.63,37.09,5.20,48.43,10元,,0.00%,--,--,--,--,--
d006529,中欧匠心两年持有期混合A,2021-11-24,1.5830,0.18,-0.15,-2.22,-2.52,-3.21,7.12,76.52,,-1.60,76.15,1,0.15,0,--,--,--,--,--
d005232,红塔红土盛通混合型发起式C,2021-11-24,1.3165,-0.07,0.87,0.83,2.17,6.99,7.11,51.42,83.40,6.30,54.33,1,0.00,0,--,--,--,--,--
d008998,同泰竞争优势混合C,2021-11-24,1.2757,0.88,6.83,1.19,-8.05,-7.65,7.10,,,3.42,27.57,10元,,0.00%,--,--,--,--,--
d009190,景顺长城核心优选混合,2021-11-24,1.4058,0.24,2.04,9.18,9.42,2.88,7.10,,,-1.51,40.58,1,0.15,0,--,--,--,--,--
d006548,红塔红土盛弘混合C,2021-11-24,1.0900,-0.11,0.79,0.78,1.80,4.44,7.09,50.15,68.44,7.98,68.64,1,0.00,0,--,--,--,--,--
d002783,东方红价值精选混合A,2021-11-24,1.4488,-0.09,0.12,0.71,1.80,3.19,7.08,29.08,51.35,5.44,56.96,10元,1.00%,0.10%,--,--,--,--,--
d003028,安信新优选混合A,2021-11-24,1.3461,0.21,0.68,-0.35,1.89,2.31,7.08,30.10,47.31,6.56,61.88,10元,0.80%,0.08%,--,--,--,--,--
d002792,景顺长城顺益回报混合A,2021-11-24,1.4534,0.06,0.29,0.73,1.60,3.12,7.08,24.01,34.14,5.35,45.34,10元,1.20%,0.12%,--,--,--,--,--
d003187,嘉实安益混合,2021-11-24,1.2600,0.00,0.16,0.64,0.96,3.64,7.08,12.95,17.27,7.08,31.93,10元,,0.00%,--,--,--,--,--
d002849,金信智能中国2025混合,2021-11-24,1.3150,0.15,0.31,-2.30,-1.50,1.23,7.08,24.46,54.67,8.05,64.41,1,0.15,0,--,--,--,--,--
d002663,前海开源沪港深大消费混合C,2021-11-24,1.8060,-0.44,-3.37,-3.63,3.91,-14.12,7.05,56.50,83.72,-5.35,80.60,1,0.15,0,--,--,--,--,--
d590001,中邮核心优选混合,2021-11-24,1.9351,-1.76,-2.19,0.50,4.13,-3.79,7.05,63.53,100.34,-2.17,290.64,10元,1.50%,0.15%,--,--,--,--,--
d377010,上投摩根阿尔法混合,2021-11-24,5.6324,-0.32,0.70,2.38,0.62,3.72,7.04,80.10,143.63,11.35,833.06,10元,1.50%,0.15%,--,--,--,--,--
d009392,汇添富优质成长混合C,2021-11-24,1.2779,0.41,-0.11,0.44,0.80,-7.00,7.04,,,-2.01,27.79,1,0.00,0,--,--,--,--,--
d002112,德邦鑫星价值灵活配置混合C,2021-11-24,1.3252,-0.28,0.13,2.34,-1.19,2.41,7.03,27.47,38.76,4.94,54.40,100元,,0.00%,--,--,--,--,--
d007651,工银养老2045三年持有混合(FOF),2021-11-22,1.3203,0.59,1.32,1.77,1.28,-0.36,7.03,,,1.14,32.03,1,0.12,0,--,--,--,--,--
d009695,招商成长精选一年定开混合A,2021-11-24,1.1974,-0.06,2.40,-0.08,-3.91,-5.24,7.03,,,0.72,19.74,1,0.15,0,--,--,--,--,--
d005976,长信稳进资产配置(FOF),2021-11-23,1.3088,-0.16,0.79,2.27,2.49,5.89,7.02,24.75,32.81,4.90,35.75,1,0.80,0,--,--,--,--,--
d008618,永赢医药健康A,2021-11-24,1.2137,1.66,0.98,10.03,4.43,2.28,7.02,,,3.89,21.37,10元,1.50%,0.15%,--,--,--,--,--
d162205,泰达宏利风险预算混合,2021-11-24,1.2570,-0.02,0.71,0.11,-0.17,1.79,7.02,28.54,45.17,3.67,563.11,10元,1.50%,0.15%,--,--,--,--,--
d003433,信诚至瑞灵活配置C,2021-11-24,1.4373,0.13,0.28,0.44,1.54,2.71,7.01,26.31,44.51,5.12,50.84,10元,,0.00%,--,--,--,--,--
d009308,天弘安康颐养混合C,2021-11-24,1.1760,0.13,0.69,1.62,1.29,4.07,7.01,,,7.30,17.60,10元,,0.00%,--,--,--,--,--
d007673,中加安瑞稳健养老一年(FOF),2021-11-22,1.1636,0.22,0.60,1.67,1.52,3.73,7.00,,,4.94,16.36,1,0.08,0,--,--,--,--,--
d009415,中邮瑞享两年定开混合A,2021-11-19,1.0736,,1.49,-0.93,-0.37,-1.86,7.00,,,4.88,7.36,1,0.15,0,--,--,--,--,--
d166107,信达澳银量化多因子混合(LOF)A,2021-11-24,1.4342,0.26,4.63,6.06,0.72,6.49,6.99,43.43,,1.95,43.42,1,0.15,0,--,--,--,--,--
d001755,嘉实新思路混合,2021-11-24,1.3170,0.15,0.46,-0.08,0.53,1.46,6.99,23.05,29.73,4.44,45.11,10元,1.50%,0.15%,--,--,--,--,--
d001522,博时新策略灵活配置混合A,2021-11-24,1.5472,0.19,0.64,1.18,1.64,4.13,6.98,25.78,42.10,5.37,62.36,10元,1.00%,0.10%,--,--,--,--,--
d002192,东方鼎新灵活配置混合C,2021-11-24,1.6496,0.14,0.46,0.32,1.54,2.47,6.98,25.01,62.54,4.39,58.04,10元,,0.00%,--,--,--,--,--
d003663,鹏华兴泰定期开放混合,2021-11-24,1.5246,0.12,0.77,0.67,0.15,3.09,6.98,29.99,57.40,4.93,52.46,1,0.08,0,--,--,--,--,--
d003029,安信新优选混合C,2021-11-24,1.3319,0.21,0.68,-0.36,1.87,2.27,6.98,29.84,46.87,6.48,60.25,10元,,0.00%,--,--,--,--,--
d007650,工银养老2040(FOF),2021-11-22,1.3875,0.57,1.27,1.76,1.51,-0.37,6.97,38.35,,1.95,38.75,1,0.12,0,--,--,--,--,--
d009647,南方核心成长混合C,2021-11-24,1.0768,-1.46,0.37,1.93,-0.57,-1.95,6.97,,,-3.52,7.68,1,0.00,0,--,--,--,--,--
d009635,鹏华安睿两年持有期混合C,2021-11-24,1.0763,-0.19,0.12,0.84,-0.02,2.47,6.96,,,5.18,7.63,1,0.00,0,--,--,--,--,--
d001762,广发安宏回报混合C,2021-11-24,1.4845,-0.08,0.04,-0.18,-0.30,-0.50,6.95,13.67,23.09,4.47,48.45,10元,,0.00%,--,--,--,--,--
d007472,华夏创蓝筹ETF联接A,2021-11-24,1.7952,-0.19,-0.74,4.35,-0.43,-3.89,6.95,61.98,,-0.39,79.52,1,0.12,0,--,--,--,--,--
d009134,汇安嘉利混合C,2021-11-24,1.1232,-0.05,0.24,1.71,3.33,5.42,6.95,,,7.08,12.32,10元,,0.00%,--,--,--,--,--
d010171,中银证券鑫瑞6个月持有C,2021-11-24,1.0688,-0.07,0.98,0.71,2.69,4.40,6.95,,,5.18,6.88,1,0.00,0,--,--,--,--,--
d373010,上投摩根双息平衡混合A,2021-11-24,0.9575,-0.34,2.46,0.36,-1.64,2.44,6.94,33.06,44.33,5.99,325.01,10元,1.50%,0.15%,--,--,--,--,--
d005935,前海联合润丰混合C,2021-11-24,1.4533,0.29,2.44,1.36,0.14,-6.78,6.94,43.18,45.11,-3.30,45.32,10元,,0.00%,--,--,--,--,--
d007293,长信利信混合C,2021-11-24,1.4030,0.00,1.23,2.41,2.56,2.18,6.94,29.55,,3.31,35.95,10元,,0.00%,--,--,--,--,--
d007776,汇安量化先锋混合C,2021-11-24,1.4951,-0.49,1.83,4.99,-0.88,3.51,6.93,49.55,,0.57,49.51,10元,,0.00%,--,--,--,--,--
d006025,诺安优化配置混合,2021-11-24,1.6927,0.04,0.40,-1.20,3.24,3.90,6.92,34.44,68.06,3.32,69.27,10元,1.50%,0.15%,--,--,--,--,--
d001201,申万菱信安鑫回报混合A,2021-11-24,1.4690,0.00,0.34,0.62,1.38,2.51,6.91,28.63,37.93,4.26,54.64,100元,0.70%,0.07%,--,--,--,--,--
d003769,中银品质生活混合,2021-11-24,2.1302,0.02,1.75,0.62,3.73,-11.09,6.91,70.16,143.12,-5.14,113.02,10元,1.50%,0.15%,--,--,--,--,--
d008212,华夏新机遇混合C,2021-11-24,1.2430,-0.08,0.32,0.57,0.89,4.82,6.91,22.67,,5.33,21.92,10元,,0.00%,--,--,--,--,--
d010189,中欧添益一年混合C,2021-11-24,1.0658,0.10,0.68,1.03,0.92,2.39,6.91,,,4.54,6.58,1,0.00,0,--,--,--,--,--
d001727,申万菱信安鑫回报混合C,2021-11-24,1.4560,-0.07,0.41,0.69,1.39,2.53,6.90,28.48,37.45,4.22,51.00,1,0.00,0,--,--,--,--,--
d001316,安信稳健增值混合A,2021-11-24,1.4929,0.19,0.36,-0.13,1.65,2.88,6.90,14.65,25.64,6.16,56.34,10元,1.00%,0.10%,--,--,--,--,--
d519623,银河君耀混合A,2021-11-24,1.6056,0.39,0.52,0.59,1.73,1.13,6.90,50.01,61.27,3.89,70.10,10元,0.80%,0.08%,--,--,--,--,--
d004750,广发鑫和灵活配置混合A,2021-11-24,1.2901,-0.02,0.44,0.99,-0.19,2.54,6.90,19.09,25.54,5.67,32.99,10元,1.20%,0.12%,--,--,--,--,--
d001016,华夏沪深300指数增强C,2021-11-24,2.0160,0.10,0.85,-1.56,-0.25,-0.40,6.89,43.18,77.93,1.51,101.60,1,0.00,0,--,--,--,--,--
d002639,天弘价值精选灵活配置混合,2021-11-24,1.4625,0.31,0.61,0.94,0.80,1.86,6.89,32.89,55.44,5.39,46.25,1,0.15,0,--,--,--,--,--
d001861,富安达健康人生混合,2021-11-24,2.2722,0.98,-0.69,0.88,-5.34,-6.29,6.89,67.09,126.13,0.37,127.22,10元,1.50%,0.15%,--,--,--,--,--
d001562,易方达瑞和灵活配置混合,2021-11-24,1.6200,0.06,0.43,0.93,1.30,3.48,6.89,30.10,82.99,5.02,68.35,10元,0.60%,0.06%,--,--,--,--,--
d001523,博时新策略灵活配置混合C,2021-11-24,1.5435,0.19,0.64,1.18,1.62,4.08,6.88,25.53,50.15,5.28,54.35,10元,1.00%,0.10%,--,--,--,--,--
d009071,德邦安鑫混合A,2021-11-24,1.0896,-0.10,0.54,0.29,1.89,3.02,6.88,,,4.98,8.96,10元,1.00%,0.10%,--,--,--,--,--
d000527,南方新优享灵活配置混合A,2021-11-24,5.1190,-0.45,0.99,-0.23,-5.08,-5.24,6.87,81.08,143.41,-3.74,411.90,10元,1.50%,0.15%,--,--,--,--,--
d004769,申万菱信价值优先混合,2021-11-24,1.6829,0.04,0.80,-1.07,-0.07,-1.56,6.87,53.42,108.59,0.32,68.23,10元,1.50%,0.15%,--,--,--,--,--
d169104,东方红睿满沪港深混合(LOF),2021-11-24,2.5810,0.04,-0.12,1.22,-1.56,-4.12,6.87,85.82,147.06,-0.04,234.05,1,0.15,0,--,--,--,--,--
d160812,长盛同益成长回报(LOF),2021-11-24,2.6490,-0.26,0.46,3.44,-1.05,0.68,6.86,73.82,111.41,-1.78,164.90,1,0.15,0,--,--,--,--,--
d006458,平安估值优势混合C,2021-11-24,1.7816,-0.01,0.45,0.15,1.72,2.79,6.86,38.08,,4.70,78.16,1,0.00,0,--,--,--,--,--
d001163,银华中国梦30股票,2021-11-24,2.3720,-0.13,0.72,2.68,1.19,-2.95,6.85,94.27,190.33,-0.79,137.20,10元,1.50%,0.15%,--,--,--,--,--
d001710,安信新趋势混合A,2021-11-24,1.1230,0.18,0.36,-0.09,1.63,3.03,6.85,15.22,25.15,5.94,38.26,10元,1.00%,0.10%,--,--,--,--,--
d009182,浙商智多兴稳健回报一年持有混合C,2021-11-24,1.0483,0.16,0.38,0.65,0.33,1.77,6.85,,,4.93,11.67,1,0.00,0,--,--,--,--,--
d001361,景顺中证科技传媒通信150ETF联接,2021-11-24,0.7800,0.00,0.91,8.18,1.56,10.33,6.85,41.56,81.40,7.59,-22.00,1,0.12,0,--,--,--,--,--
d007415,南方致远混合A,2021-11-24,1.3067,0.08,0.48,0.87,1.50,3.82,6.84,27.41,,6.06,30.67,1,0.12,0,--,--,--,--,--
d000590,华安新活力混合,2021-11-24,1.5330,-0.13,0.07,0.46,0.86,3.58,6.83,21.76,32.54,6.09,87.15,10元,1.50%,0.15%,--,--,--,--,--
d206013,鹏华宏观灵活配置混合,2021-11-24,1.3920,0.22,0.36,-0.93,0.87,2.35,6.83,23.95,35.28,6.67,94.01,10元,1.50%,0.15%,--,--,--,--,--
d005865,浦银安盛量化多策略混合A,2021-11-24,1.4782,0.03,0.40,0.23,0.73,2.38,6.83,27.45,47.54,4.84,47.82,10元,1.50%,0.15%,--,--,--,--,--
d501089,方正富邦消费红利指数增强(LOF),2021-11-24,1.5055,0.88,2.67,8.76,13.90,1.94,6.83,,,6.49,50.55,1,0.12,0,--,--,--,--,--
d010021,广发优企精选混合C,2021-11-24,2.6419,-0.09,-0.95,3.28,3.54,0.54,6.83,,,4.20,13.53,10元,,0.00%,--,--,--,--,--
d009030,工银高质量成长混合C,2021-11-24,1.2464,0.18,0.18,0.92,1.03,-2.68,6.82,,,0.09,24.64,1,0.00,0,--,--,--,--,--
d010308,东财信息产业精选C,2021-11-24,1.0654,-0.36,4.04,10.03,3.85,12.67,6.82,,,8.21,6.54,1,0.00,0,--,--,--,--,--
d000932,前海开源睿远稳健增利混合A,2021-11-24,1.3960,0.14,0.72,1.23,1.45,3.33,6.81,21.92,41.27,5.20,70.80,1,0.12,0,--,--,--,--,--
d501039,汇添富睿丰混合(LOF)A,2021-11-24,1.3016,-0.27,0.70,1.71,1.98,-0.60,6.81,18.58,25.52,1.09,30.16,1,0.12,0,--,--,--,--,--
d008515,国富基本面优选混合,2021-11-24,1.4764,0.02,-0.80,-3.17,-1.20,-7.93,6.81,,,1.93,47.64,1,0.15,0,--,--,--,--,--
d009537,太平行业优选股票A,2021-11-24,1.1282,-0.37,5.15,0.99,-6.99,-2.52,6.81,,,-2.08,12.82,10元,1.20%,0.12%,--,--,--,--,--
d004913,中银证券聚瑞混合A,2021-11-24,1.2903,0.54,-0.52,-2.53,-1.79,7.11,6.80,26.19,31.53,5.65,29.03,10元,1.00%,0.10%,--,--,--,--,--
d519624,银河君耀混合C,2021-11-24,1.5965,0.40,0.52,0.59,1.71,1.08,6.80,49.58,60.57,3.80,69.14,10元,,0.00%,--,--,--,--,--
d008619,永赢医药健康C,2021-11-24,1.2100,1.66,0.98,10.01,4.38,2.18,6.80,,,3.69,21.00,10元,,0.00%,--,--,--,--,--
d001849,前海开源强势共识100强股票,2021-11-24,1.7940,-0.39,2.11,-1.21,-5.43,4.97,6.79,61.19,117.45,5.72,79.40,10元,1.50%,0.15%,--,--,--,--,--
d164908,交银中证环境治理(LOF)A,2021-11-24,0.5713,0.65,3.10,10.52,9.87,13.80,6.79,16.35,10.93,16.35,-42.87,1,0.12,0,--,--,--,--,--
d180028,银华永祥灵活配置混合,2021-11-24,1.7610,1.09,1.03,4.88,3.10,-9.65,6.79,58.93,109.64,-3.72,191.20,10元,1.50%,0.15%,--,--,--,--,--
d005294,诺德新宜灵活配置混合,2021-11-24,1.2815,0.20,0.56,0.38,1.42,1.61,6.79,26.34,60.97,3.76,28.15,1,0.15,0,--,--,--,--,--
d001878,嘉实沪港深精选股票,2021-11-24,2.2990,0.00,-0.43,0.52,-0.35,-0.52,6.78,51.85,83.77,-2.38,140.34,10元,1.50%,0.15%,--,--,--,--,--
d502006,易方达中证国企改革(LOF)A,2021-11-24,1.5309,-0.07,0.36,-1.32,0.62,2.00,6.76,56.20,91.35,1.60,-0.42,1,0.10,0,--,--,--,--,--
d001268,富国国家安全主题混合A,2021-11-24,1.2310,0.57,2.24,5.39,7.23,0.41,6.76,76.36,149.19,-2.61,23.10,10元,1.50%,0.15%,--,--,--,--,--
d003692,大成景尚灵活配置混合A,2021-11-24,1.1728,0.06,0.59,0.98,1.52,3.27,6.76,19.66,30.12,4.78,42.01,10元,1.50%,0.15%,--,--,--,--,--
d000595,嘉实泰和混合,2021-11-24,4.2710,-0.07,-1.82,1.96,-5.40,-9.32,6.75,68.48,169.65,-4.77,403.97,10元,1.50%,0.15%,--,--,--,--,--
d005225,广发量化多因子混合,2021-11-24,1.8732,-0.22,1.48,-1.58,-2.22,-1.98,6.75,61.25,120.01,-1.81,87.32,10元,1.50%,0.15%,--,--,--,--,--
d008263,东方红品质优选定开混合,2021-11-19,1.0921,,-0.29,-0.12,0.01,1.36,6.75,,,4.43,15.95,1,1.00,0,--,--,--,--,--
d004320,前海开源沪港深乐享生活,2021-11-24,1.5800,-0.63,2.29,9.91,3.35,-8.83,6.74,49.24,58.36,-4.57,58.00,1,0.15,0,--,--,--,--,--
d161604,融通深证100指数A,2021-11-24,1.9080,-0.05,0.69,0.95,1.49,-0.99,6.74,58.87,115.27,-0.12,585.92,1,0.15,0,--,--,--,--,--
d001030,天弘云端生活优选,2021-11-24,1.4657,0.99,1.66,1.08,1.01,-9.69,6.73,65.07,127.73,-2.40,46.57,10元,1.50%,0.15%,--,--,--,--,--
d004130,国联安鑫汇混合C,2021-11-24,1.4169,0.03,0.55,0.60,1.52,1.08,6.73,27.25,46.37,3.30,44.92,10元,,0.00%,--,--,--,--,--
d005683,国寿安保华兴灵活配置混合,2021-11-24,2.0684,-0.15,0.46,3.80,2.37,1.73,6.73,75.14,126.04,-0.25,112.34,1,0.15,0,--,--,--,--,--
d009377,招商瑞恒一年持有期混合A,2021-11-24,1.1157,0.04,0.34,0.50,0.62,3.09,6.73,,,5.78,11.57,1,0.06,0,--,--,--,--,--
d008819,农银汇理策略趋势混合,2021-11-24,1.4744,0.06,3.27,6.22,4.15,3.03,6.72,,,0.10,47.44,10元,1.50%,0.15%,--,--,--,--,--
d008265,南方ESG股票C,2021-11-24,1.6586,-0.21,0.72,-1.05,-5.99,-6.49,6.72,,,-4.77,65.86,10元,,0.00%,--,--,--,--,--
d002643,鹏华兴利混合,2021-11-24,1.5046,0.08,0.51,0.89,1.10,4.18,6.71,24.65,39.06,4.48,50.46,10元,0.80%,0.08%,--,--,--,--,--
d009822,鹏华招华一年持有期混合A,2021-11-24,1.0805,0.04,0.23,0.73,1.10,3.65,6.71,,,5.83,8.05,1,0.08,0,--,--,--,--,--
d009796,大成汇享一年持有混合A,2021-11-24,1.0837,-0.07,0.28,0.58,2.77,8.54,6.71,,,6.14,8.37,1,1.20,0,--,--,--,--,--
d160636,鹏华中证移动互联网指数(LOF),2021-11-24,1.0190,-0.39,0.30,5.60,0.69,5.38,6.70,61.51,124.82,2.41,9.77,1,0.12,0,--,--,--,--,--
d009155,海富通富盈混合C,2021-11-24,1.1028,0.07,0.39,0.73,1.41,2.93,6.70,,,4.76,10.28,1,0.00,0,--,--,--,--,--
d002161,银华万物互联灵活配置混合,2021-11-24,1.3400,-0.15,0.53,0.98,1.82,3.00,6.69,33.47,47.41,3.63,34.00,10元,1.50%,0.15%,--,--,--,--,--
d004914,中银证券聚瑞混合C,2021-11-24,1.2878,0.53,-0.53,-2.54,-1.81,7.06,6.69,26.29,31.50,5.55,28.78,10元,,0.00%,--,--,--,--,--
d007466,华泰柏瑞中证低波动ETF联接A,2021-11-24,1.3448,1.17,3.33,-3.75,1.97,3.61,6.69,32.77,,14.47,34.48,1,0.12,0,--,--,--,--,--
d006530,中欧匠心两年持有期混合C,2021-11-24,1.5728,0.18,-0.16,-2.26,-2.63,-3.41,6.68,75.11,,-1.96,74.42,1,0.00,0,--,--,--,--,--
d020015,国泰区位优势混合,2021-11-24,4.7360,-0.13,4.02,5.93,1.46,1.59,6.67,67.71,142.37,-1.62,393.37,10元,1.50%,0.15%,--,--,--,--,--
d002415,融通通盈灵活配置混合,2021-11-24,1.6264,0.01,0.80,1.85,2.51,3.87,6.67,26.90,50.18,5.63,62.64,10元,1.50%,0.15%,--,--,--,--,--
d003845,汇安丰恒灵活配置混合A,2021-11-24,0.9808,-0.03,0.18,0.27,2.04,4.28,6.67,10.40,24.45,5.58,-1.92,10元,1.50%,0.15%,--,--,--,--,--
d003846,汇安丰恒灵活配置混合C,2021-11-24,1.0670,-0.03,0.18,0.26,2.01,4.33,6.67,10.42,35.66,5.58,6.70,10元,,0.00%,--,--,--,--,--
d501053,东方红目标优选定开混合,2021-11-24,1.0418,-0.07,0.04,-0.35,1.55,4.15,6.67,19.56,35.40,6.23,38.16,1,1.00,0,--,--,--,--,--
